iter	Logloss
318	0.2218537844
319	0.2216533311
320	0.221354269
321	0.2211821266
322	0.2210377769
323	0.2208846196
324	0.2206548988
325	0.2204605968
326	0.2202032434
327	0.2199460427
328	0.2197646974
329	0.2195444687
330	0.2192991049
331	0.2191520336
332	0.2190066188
333	0.2187640732
334	0.2185979103
335	0.2183581564
336	0.2182322257
337	0.2181229887
338	0.2179637307
339	0.2177036759
340	0.2175046119
341	0.2170719989
342	0.2168640759
343	0.216687143
344	0.2164933418
345	0.2163698124
346	0.2161330493
347	0.2159249436
348	0.2156888859
349	0.2154539384
350	0.2152581906
351	0.2151075166
352	0.2148646441
353	0.2146334032
354	0.214290913
355	0.2140476483
356	0.2138881715
357	0.2137775101
358	0.2135062379
359	0.2132914322
360	0.2131588767
361	0.2130006561
362	0.212679139
363	0.2124981458
364	0.2121499204
365	0.2119302774
366	0.2117965864
367	0.2115848244
368	0.2113520842
369	0.211207991
370	0.2110447817
371	0.2109122036
372	0.2107006562
373	0.2105763306
374	0.2103548774
375	0.2100801486
376	0.2098847406
377	0.2097950757
378	0.209617108
379	0.2094073135
380	0.2092002831
381	0.2089657399
382	0.2087350121
383	0.2085680807
384	0.2082899139
385	0.2080828282
386	0.207911687
387	0.2077615605
388	0.2075604626
389	0.2073845589
390	0.2072124225
391	0.2070827051
392	0.2069700341
393	0.2068760224
394	0.2066301433
395	0.2064903922
396	0.2063826123
397	0.2062537535
398	0.2061577306
399	0.2059035574
400	0.2056169026
401	0.2054658364
402	0.2052319537
403	0.2050750819
404	0.2049648807
405	0.2048248263
406	0.20464247
407	0.2044375702
408	0.2042210915
409	0.2040486865
410	0.2038765196
411	0.2036586113
412	0.2034129962
413	0.2032368669
414	0.203103318
415	0.2029337161
416	0.2027599904
417	0.2026168709
418	0.2024127551
419	0.2022594732
420	0.2021189726
421	0.2019204445
422	0.2017905368
423	0.2017121117
424	0.2016064451
425	0.2014136367
426	0.2012681608
427	0.201077949
428	0.2009409185
429	0.2007975312
430	0.2006330446
431	0.2004524517
432	0.2003069953
433	0.2001683809
434	0.2000543427
435	0.1998904719
436	0.1997289762
437	0.199577453
438	0.1994296995
439	0.1992680511
440	0.1991435408
441	0.1990078222
442	0.198893919
443	0.198808188
444	0.1987139537
445	0.1985976388
446	0.1983619326
447	0.1982689321
448	0.198099806
449	0.1980177329
450	0.1978507974
451	0.1977106368
452	0.1975641245
453	0.1974355167
454	0.1972068551
455	0.1970276567
456	0.1969330178
457	0.1968357654
458	0.1966556549
459	0.1964797233
460	0.1963377327
461	0.1962410255
462	0.1960990256
463	0.1959522043
464	0.1958150981
465	0.19569918
466	0.195574358
467	0.1954817975
468	0.1953133752
469	0.1951772465
470	0.1950914806
471	0.1949704439
472	0.194841236
473	0.1947404348
474	0.1946706509
475	0.1944215139
476	0.1943060541
477	0.1942083
478	0.194079378
479	0.1940046498
480	0.193864831
481	0.1935982679
482	0.1934643666
483	0.1933470261
484	0.1932710865
485	0.1931080377
486	0.1930348914
487	0.1929400207
488	0.1928586458
489	0.1927193504
490	0.1925657468
491	0.1924341156
492	0.1922856321
493	0.1920934437
494	0.1919750458
495	0.1919021014
496	0.1917410914
497	0.1916521152
498	0.1914670483
499	0.1914072136
500	0.1913268294
501	0.1912389217
502	0.191148181
503	0.1910513412
504	0.1909157917
505	0.1907096157
506	0.1906127153
507	0.1905385727
508	0.1904360864
509	0.1903199202
510	0.1902424002
511	0.190128984
512	0.1900208415
513	0.1899377086
514	0.1898156292
515	0.1896620794
516	0.1895340897
517	0.1894297266
518	0.1893335196
519	0.1890923682
520	0.1889634114
521	0.1888601919
522	0.1887375219
523	0.1885409965
524	0.1884617167
525	0.1883301162
526	0.1881877251
527	0.1881149368
528	0.1879049941
529	0.1878255299
530	0.1876870975
531	0.1875715841
532	0.187387778
533	0.1872697101
534	0.1871262869
535	0.1870489517
536	0.1869716647
537	0.1869060502
538	0.1868161785
539	0.1867459707
540	0.1866233465
541	0.1865425108
542	0.1864302525
543	0.1862846102
544	0.1860510148
545	0.1859157143
546	0.1857775004
547	0.1856026804
548	0.1855040669
549	0.1854100112
550	0.1852711654
551	0.1851935729
552	0.1850631832
553	0.1848868869
554	0.1848110642
555	0.1846408959
556	0.1845398568
557	0.1844103225
558	0.1843057384
559	0.1841191349
560	0.1840407046
561	0.1839485052
562	0.1838495819
563	0.1837778513
564	0.1836993613
565	0.1835788893
566	0.1834011356
567	0.1832301055
568	0.1831071737
569	0.1830041181
570	0.18287521
571	0.1827461086
572	0.1826808373
573	0.1825360737
574	0.182378467
575	0.1821974894
576	0.182066436
577	0.1819678631
578	0.1818739675
579	0.1817807972
580	0.1816804848
581	0.1816000234
582	0.1815208856
583	0.1814315732
584	0.181316262
585	0.1811801718
586	0.1810990726
587	0.1810392048
588	0.1808427376
589	0.1807278753
590	0.1806469627
591	0.1805479058
592	0.1804157867
593	0.180323473
594	0.1802264734
595	0.1801363034
596	0.1800070879
597	0.1798855001
598	0.1797901473
599	0.1796852057
600	0.1796211607
601	0.1794970556
602	0.1793977678
603	0.1793023395
604	0.1792406854
605	0.1791711908
606	0.1790533365
607	0.1789914104
608	0.1788943911
609	0.17881584
610	0.1787810541
611	0.1786998097
612	0.1785696136
613	0.1785035903
614	0.1783769136
615	0.1782578601
616	0.1782080572
617	0.1780892711
618	0.178031321
619	0.1778780136
620	0.1777747899
621	0.1776929638
622	0.1776315951
623	0.1775364601
624	0.1774127118
625	0.1772948156
626	0.1772314516
627	0.177085806
628	0.1769944586
629	0.1769370618
630	0.1769036128
631	0.1767924078
632	0.1767441429
633	0.1766799444
634	0.1765907832
635	0.1765215582
636	0.1764397605
637	0.1763157431
638	0.1761855683
639	0.1760816839
640	0.1759496134
641	0.1758186258
642	0.1757215444
643	0.1756671196
644	0.1755490811
645	0.1754688446
646	0.1753827246
647	0.175294283
648	0.1751809879
649	0.1750062145
650	0.1749422669
651	0.1748108947
652	0.1747239884
653	0.1745924934
654	0.1744861953
655	0.1744071053
656	0.1743494673
657	0.1742479024
658	0.174163439
659	0.1740964837
660	0.173992239
661	0.1739227302
662	0.1738629211
663	0.1738109173
664	0.1737006167
665	0.1736611399
666	0.1735841832
667	0.1734674115
668	0.1733995586
669	0.1732972442
670	0.1732221609
671	0.173105153
672	0.1730085261
673	0.1728697835
674	0.1727976148
675	0.1727385084
676	0.1726147731
677	0.1725758377
678	0.1725139837
679	0.1724609941
680	0.1723290225
681	0.1722206738
682	0.1721759771
683	0.1720796867
684	0.1720183874
685	0.1719425317
686	0.171883106
687	0.171734355
688	0.1716292838
689	0.1715726095
690	0.1715184473
691	0.1714591731
692	0.1713931395
693	0.1713104005
694	0.1712657866
695	0.1712026076
696	0.1711269512
697	0.1710431352
698	0.1709640384
699	0.1708830955
700	0.1707198953
701	0.170662933
702	0.1706137054
703	0.1705297876
704	0.1704568094
705	0.1704104097
706	0.1703414355
707	0.1702717447
708	0.1702186757
709	0.1701633943
710	0.1700775559
711	0.1699915557
712	0.1699306035
713	0.169853711
714	0.1697872216
715	0.1696625787
716	0.1695686649
717	0.1695015636
718	0.1694197914
719	0.1693445729
720	0.1692906908
721	0.1692199977
722	0.1691841615
723	0.1691414202
724	0.1690812142
725	0.1690256519
726	0.1689470511
727	0.1689120651
728	0.1688463229
729	0.1687770277
730	0.1686881132
731	0.1686291119
732	0.1685847935
733	0.1685557673
734	0.1684727161
735	0.1683668468
736	0.1682771149
737	0.1681554935
738	0.1680609888
739	0.1679603506
740	0.1678943002
741	0.1678493676
742	0.1678022559
743	0.1677317261
744	0.167672962
745	0.167574613
746	0.1675354114
747	0.1674751811
748	0.167425992
749	0.1673516108
750	0.1672792571
751	0.1672273945
752	0.1671297188
753	0.1670851054
754	0.1669974002
755	0.1669077831
756	0.1668236675
757	0.1667628577
758	0.1666687158
759	0.166596427
760	0.1664091341
761	0.166260195
762	0.1661838247
763	0.1661309063
764	0.1660448035
765	0.1659489681
766	0.1658444593
767	0.1657401591
768	0.1656968226
769	0.1656116924
770	0.1655625864
771	0.1655149201
772	0.1653987932
773	0.165343642
774	0.1652927372
775	0.1652029103
776	0.1651454141
777	0.1650941994
778	0.1650433658
779	0.1649882248
780	0.1649529829
781	0.1648503103
782	0.1647749051
783	0.1646961569
784	0.1646366656
785	0.1645796566
786	0.1645588263
787	0.1645285437
788	0.1644576496
789	0.1643898701
790	0.1643270238
791	0.1642591267
792	0.1642119607
793	0.1641488232
794	0.164100003
795	0.1640503696
796	0.1639268545
797	0.1638389737
798	0.1637526825
799	0.1636983846
800	0.163609029
801	0.1634881493
802	0.1634009985
803	0.1633417153
804	0.1632579022
805	0.1632123183
806	0.1631518061
807	0.1630983474
808	0.1630319164
809	0.1629603577
810	0.1629072829
811	0.1628631791
812	0.1627621323
813	0.1627238909
814	0.1626618613
815	0.1626036272
816	0.1625516868
817	0.1624955614
818	0.1624296631
819	0.1623140692
820	0.1622149477
821	0.1621619907
822	0.1620951905
823	0.1620308022
824	0.161938765
825	0.1618958842
826	0.1618465678
827	0.1618042756
828	0.1616445959
829	0.1615957042
830	0.1615292116
831	0.1614346701
832	0.161412896
833	0.1613673036
834	0.1613296111
835	0.1612883606
836	0.1612412278
837	0.1611606203
838	0.1610978927
839	0.161061915
840	0.160933638
841	0.1609072311
842	0.1608351831
843	0.1607547521
844	0.1607128206
845	0.1606651354
846	0.1606197473
847	0.1605440907
848	0.1604465132
849	0.1603647481
850	0.1603385116
851	0.1603131606
852	0.1602346181
853	0.1601695406
854	0.160105648
855	0.1600689196
856	0.1599993346
857	0.1598712889
858	0.1597695052
859	0.159701716
860	0.1596159126
861	0.1595372342
862	0.1594908404
863	0.1594510953
864	0.1593332803
865	0.1592310284
866	0.1591509782
867	0.1591187222
868	0.1590624088
869	0.1590046714
870	0.1589554365
871	0.1589019247
872	0.1588552275
873	0.1587933443
874	0.1587307279
875	0.1585819331
876	0.1584457922
877	0.158398133
878	0.1582774434
879	0.1581986351
880	0.1581395644
881	0.1580844024
882	0.1580475216
883	0.1579479677
884	0.1579093648
885	0.1578576886
886	0.1577885695
887	0.1577212999
888	0.1576575293
889	0.1576023387
890	0.1574983867
891	0.1574270804
892	0.1573794399
893	0.1573148421
894	0.1572582368
895	0.1572056588
896	0.1571360183
897	0.1570778503
898	0.1570194765
899	0.1569738542
900	0.1568280605
901	0.1567744664
902	0.1567177229
903	0.1566623133
904	0.1566007607
905	0.1564979076
906	0.156423174
907	0.1563751562
908	0.1563451063
909	0.1563030925
910	0.1562345689
911	0.1561802329
912	0.1561274683
913	0.1560695743
914	0.1559926544
915	0.1558743503
916	0.1558114518
917	0.1557653879
918	0.1557158073
919	0.1556705929
920	0.1556293639
921	0.1555919983
922	0.1555241282
923	0.1554753446
924	0.1554096623
925	0.1553683829
926	0.1553000895
927	0.1552430946
928	0.1551604129
929	0.1551286986
930	0.1550924073
931	0.1550486161
932	0.1549890975
933	0.1549492882
934	0.1548940669
935	0.1547923882
936	0.1547568809
937	0.1546734915
938	0.1546040889
939	0.1544998674
940	0.1544109275
941	0.1543400081
942	0.1542460648
943	0.1541902963
944	0.154149153
945	0.1540857685
946	0.1540297686
947	0.1539745905
948	0.1539096111
949	0.1538370733
950	0.1537775472
951	0.1537210669
952	0.1536312521
953	0.1535234975
954	0.1534728325
955	0.1534368009
956	0.1533848129
957	0.1533378581
958	0.1532982494
959	0.1532583433
960	0.1532166974
961	0.1531377478
962	0.1530920825
963	0.1530236948
964	0.1529789472
965	0.1529249152
966	0.152874339
967	0.1528120094
968	0.1527511417
969	0.1527047409
970	0.1526734738
971	0.1526291902
972	0.1525975075
973	0.1525536821
974	0.1525238828
975	0.152472684
976	0.1523920766
977	0.1523515804
978	0.1523318162
979	0.1522979417
980	0.152255659
981	0.1522502477
982	0.1522201999
983	0.1521442355
984	0.1520885419
985	0.1520494306
986	0.1520138879
987	0.1519766163
988	0.1519407541
989	0.1519045997
990	0.1518698972
991	0.1518456192
992	0.1517943868
993	0.151738242
994	0.1516788
995	0.1516149021
996	0.15158128
997	0.1515441304
998	0.1514436259
999	0.1513802769
