iter	Accuracy	Logloss
883	0.8405797101	0.342770451
884	0.8405797101	0.3427310538
885	0.8407522429	0.3426777124
886	0.8407522429	0.3425544569
887	0.8410973085	0.3424311516
888	0.8410973085	0.3422850972
889	0.8410973085	0.3422514314
890	0.8414423741	0.3421847226
891	0.8417874396	0.3421031085
892	0.8417874396	0.342042701
893	0.8417874396	0.3420036543
894	0.8414423741	0.3419127664
895	0.8410973085	0.3418327577
896	0.8412698413	0.3417553139
897	0.8414423741	0.3417003642
898	0.8417874396	0.341472899
899	0.8417874396	0.341432785
900	0.8416149068	0.3413670417
901	0.8416149068	0.3413371966
902	0.8417874396	0.34122014
903	0.8417874396	0.3410022928
904	0.8417874396	0.340922745
905	0.8421325052	0.3407954493
906	0.8419599724	0.3406706671
907	0.8419599724	0.3405541909
908	0.8421325052	0.3404882628
909	0.8421325052	0.3403449769
910	0.8421325052	0.3402686066
911	0.842305038	0.3402307194
912	0.8426501035	0.3400770426
913	0.8421325052	0.3399702373
914	0.8421325052	0.3398806146
915	0.8424775707	0.3398210018
916	0.8424775707	0.3396185475
917	0.8424775707	0.3395247384
918	0.8428226363	0.3393267385
919	0.8428226363	0.3392695938
920	0.8426501035	0.3391371718
921	0.8428226363	0.3390977575
922	0.8429951691	0.3390383492
923	0.8431677019	0.338866986
924	0.8431677019	0.3387951
925	0.8433402346	0.3386881089
926	0.8433402346	0.3386223338
927	0.8433402346	0.3385117257
928	0.8433402346	0.338394916
929	0.8435127674	0.3382848784
930	0.843857833	0.3381888376
931	0.843857833	0.3380013262
932	0.8436853002	0.3379456247
933	0.8436853002	0.3377652569
934	0.8440303658	0.3376744088
935	0.8440303658	0.3376205351
936	0.8442028986	0.3375131835
937	0.8443754313	0.3374142219
938	0.8443754313	0.3373497886
939	0.8443754313	0.3373026353
940	0.8443754313	0.3372239741
941	0.8443754313	0.3371924063
942	0.8445479641	0.3370513481
943	0.8445479641	0.3369817838
944	0.8443754313	0.3368088121
945	0.8443754313	0.3367574436
946	0.8443754313	0.3366599147
947	0.8442028986	0.3365739777
948	0.8445479641	0.3364406569
949	0.8445479641	0.3363666681
950	0.8445479641	0.3362917905
951	0.8442028986	0.3361530194
952	0.8442028986	0.3361056517
953	0.8442028986	0.3360273511
954	0.8442028986	0.3359509183
955	0.8442028986	0.3359185487
956	0.8440303658	0.3358163713
957	0.8442028986	0.3356887443
958	0.8442028986	0.3356164835
959	0.8443754313	0.3354735732
960	0.8445479641	0.3354002178
961	0.8447204969	0.3353016291
962	0.8448930297	0.3352368456
963	0.8450655625	0.335146766
964	0.8452380952	0.3350869015
965	0.8452380952	0.3350369333
966	0.8452380952	0.3349754781
967	0.8452380952	0.334915601
968	0.8452380952	0.3348709376
969	0.8450655625	0.3348010429
970	0.8452380952	0.334751058
971	0.8452380952	0.3346709295
972	0.845410628	0.3345068781
973	0.8452380952	0.3344257931
974	0.845410628	0.3343349585
975	0.8452380952	0.3342739661
976	0.845410628	0.3342308982
977	0.845410628	0.3340939616
978	0.845410628	0.334042681
979	0.8455831608	0.33391616
980	0.8455831608	0.3338420305
981	0.8457556936	0.3337336922
982	0.8457556936	0.3336955719
983	0.8457556936	0.3336784793
984	0.8457556936	0.3336084079
985	0.8459282264	0.3335482025
986	0.8457556936	0.3335185045
987	0.8457556936	0.3334416681
988	0.8457556936	0.3333160806
989	0.8457556936	0.3331855081
990	0.8457556936	0.3331404585
991	0.8457556936	0.333070474
992	0.8457556936	0.3329576203
993	0.8455831608	0.332814665
994	0.8457556936	0.332785747
995	0.8457556936	0.3327139901
996	0.8455831608	0.3326699384
997	0.8455831608	0.332603391
998	0.8457556936	0.3325155254
999	0.8459282264	0.3323644067
1000	0.8459282264	0.3322996129
1001	0.8459282264	0.3322220189
1002	0.8457556936	0.3321649356
1003	0.8461007591	0.3320784946
1004	0.8461007591	0.3320279453
1005	0.8461007591	0.3319887271
1006	0.8461007591	0.331949453
1007	0.8462732919	0.3318930063
1008	0.8464458247	0.3317291538
1009	0.8466183575	0.3316787417
1010	0.8466183575	0.331635784
1011	0.8466183575	0.3315680919
1012	0.8466183575	0.3314774808
1013	0.8467908903	0.3313837092
1014	0.8466183575	0.3313225933
1015	0.8466183575	0.3312231755
1016	0.8466183575	0.3311164051
1017	0.8466183575	0.3310910478
1018	0.8466183575	0.3309943358
1019	0.8466183575	0.3309300453
1020	0.8466183575	0.3308973847
1021	0.8466183575	0.330749286
1022	0.8467908903	0.3306464973
1023	0.8469634231	0.3305862931
1024	0.8469634231	0.3304665132
1025	0.8469634231	0.3303945519
1026	0.8471359558	0.3303388071
1027	0.8473084886	0.3302562329
1028	0.8473084886	0.3302325894
1029	0.8473084886	0.330087394
1030	0.8474810214	0.3299695362
1031	0.8474810214	0.3299213437
1032	0.8476535542	0.32987414
1033	0.8474810214	0.3297775108
1034	0.8476535542	0.3297499632
1035	0.8476535542	0.3296863571
1036	0.8476535542	0.3296147951
1037	0.847826087	0.3294902799
1038	0.8481711525	0.3293959898
1039	0.8481711525	0.3293710757
1040	0.8483436853	0.3292092588
1041	0.8483436853	0.3291132162
1042	0.8483436853	0.32905549
1043	0.8483436853	0.3290047009
1044	0.8483436853	0.328947001
1045	0.8483436853	0.3287989539
1046	0.8485162181	0.3287159138
1047	0.8486887509	0.3286232596
1048	0.8490338164	0.3285341062
1049	0.8490338164	0.3284433358
1050	0.849378882	0.3284070189
1051	0.8495514148	0.3283545923
1052	0.8495514148	0.32823668
1053	0.849378882	0.3281222953
1054	0.8495514148	0.3280286866
1055	0.8497239476	0.3279022786
1056	0.8497239476	0.3278327478
1057	0.8497239476	0.3277882458
1058	0.8498964803	0.327755586
1059	0.8500690131	0.3276862988
1060	0.8502415459	0.3276338987
1061	0.8500690131	0.3275688063
1062	0.8498964803	0.3274906796
1063	0.8498964803	0.3273930033
1064	0.8498964803	0.3273275909
1065	0.8498964803	0.3272271587
1066	0.8497239476	0.3271376725
1067	0.8497239476	0.3271009596
1068	0.8495514148	0.3270327271
1069	0.8497239476	0.3269725959
1070	0.8497239476	0.3269147299
1071	0.8495514148	0.3268442953
1072	0.8495514148	0.3267772547
1073	0.849378882	0.3266647853
1074	0.8495514148	0.3266244202
1075	0.8500690131	0.3265316773
1076	0.8504140787	0.3264712643
1077	0.8504140787	0.3264057562
1078	0.8504140787	0.3263293446
1079	0.8502415459	0.3262432249
1080	0.8502415459	0.3262172284
1081	0.8502415459	0.3260738994
1082	0.8502415459	0.3260369215
1083	0.8502415459	0.3259239828
1084	0.8504140787	0.3258350835
1085	0.8504140787	0.3257551554
1086	0.8504140787	0.3257132229
1087	0.8504140787	0.3256389305
1088	0.8504140787	0.3255492208
1089	0.8505866115	0.3254878775
1090	0.8507591442	0.3254540782
1091	0.8507591442	0.3254181823
1092	0.8505866115	0.3253456721
1093	0.8505866115	0.3252364265
1094	0.8505866115	0.3251260808
1095	0.8507591442	0.3250713218
1096	0.850931677	0.325057651
1097	0.850931677	0.3249905587
1098	0.850931677	0.3249151624
1099	0.850931677	0.3248514328
1100	0.8511042098	0.3247433041
1101	0.8511042098	0.3246785088
1102	0.8511042098	0.3246375303
1103	0.8511042098	0.3245700773
1104	0.8512767426	0.3245381855
1105	0.8512767426	0.3245173467
1106	0.8511042098	0.3244204665
1107	0.8511042098	0.324354611
1108	0.8511042098	0.3242278951
1109	0.8512767426	0.3241787733
1110	0.8511042098	0.3240472753
1111	0.8511042098	0.3240037641
1112	0.8511042098	0.3239441632
1113	0.8521394065	0.3238257066
1114	0.8526570048	0.3237659499
1115	0.8528295376	0.3236790621
1116	0.8526570048	0.3235797497
1117	0.8531746032	0.3235112324
1118	0.853347136	0.3234308718
1119	0.8531746032	0.3233655682
1120	0.853347136	0.3232939155
1121	0.8528295376	0.3232352918
1122	0.8528295376	0.3231913042
1123	0.8530020704	0.3231201089
1124	0.8528295376	0.3230134509
1125	0.8528295376	0.3229010895
1126	0.8538647343	0.3228127036
1127	0.8538647343	0.3227776931
1128	0.8540372671	0.3227155101
1129	0.853347136	0.322647415
1130	0.853347136	0.3225912382
1131	0.853347136	0.3225077406
1132	0.853347136	0.322454341
1133	0.8531746032	0.32234573
1134	0.8538647343	0.3222819857
1135	0.8536922015	0.3221985085
1136	0.8536922015	0.3221546309
1137	0.8530020704	0.322093802
1138	0.8528295376	0.3220366106
1139	0.8535196687	0.3219938969
1140	0.8535196687	0.3219484618
1141	0.8535196687	0.3218959972
1142	0.8538647343	0.3218404576
1143	0.8538647343	0.3217852975
1144	0.8542097999	0.3217282766
1145	0.8538647343	0.32164632
1146	0.8540372671	0.3215458156
1147	0.8543823326	0.3214941464
1148	0.8543823326	0.321467921
1149	0.8542097999	0.3213925431
1150	0.8540372671	0.3213125216
1151	0.8540372671	0.3212360228
1152	0.8540372671	0.3211701168
1153	0.8540372671	0.3211212258
1154	0.8542097999	0.321069887
1155	0.8542097999	0.3210052412
1156	0.8545548654	0.3209085328
1157	0.8545548654	0.3208397306
1158	0.8545548654	0.3207784469
1159	0.8543823326	0.3207611042
1160	0.8543823326	0.3206999203
1161	0.8545548654	0.3206569474
1162	0.8545548654	0.3205529085
1163	0.8547273982	0.3204818049
1164	0.8547273982	0.3204487328
1165	0.8547273982	0.3204192075
1166	0.8547273982	0.3203909048
1167	0.8550724638	0.3202583607
1168	0.8550724638	0.3201896803
1169	0.8550724638	0.3200488456
1170	0.8550724638	0.3199421076
1171	0.8550724638	0.3198564617
1172	0.854899931	0.3197820599
1173	0.8554175293	0.3197007804
1174	0.8554175293	0.3196533741
1175	0.8557625949	0.3195948667
1176	0.8559351277	0.3195189579
1177	0.8561076605	0.3194434687
1178	0.8559351277	0.3193247513
1179	0.8559351277	0.319287381
1180	0.8561076605	0.3192343989
1181	0.8561076605	0.3191798932
1182	0.8559351277	0.3190788798
1183	0.8562801932	0.3189763765
1184	0.8562801932	0.318905608
1185	0.8562801932	0.3188668084
1186	0.8562801932	0.3188334589
1187	0.8567977916	0.318723651
1188	0.8567977916	0.3186608475
1189	0.8569703244	0.3185690251
1190	0.8569703244	0.3185182531
1191	0.8569703244	0.3184588806
1192	0.8569703244	0.3183551715
1193	0.8574879227	0.3182214795
1194	0.8574879227	0.3181817931
1195	0.8578329883	0.3180520825
1196	0.858005521	0.3179457372
1197	0.858005521	0.3178582762
1198	0.858005521	0.3177876676
1199	0.858005521	0.3177457188
1200	0.8581780538	0.3177247325
1201	0.8581780538	0.3176934705
1202	0.8578329883	0.3176300428
1203	0.8581780538	0.3175818452
1204	0.858005521	0.3175417764
1205	0.8581780538	0.3175120642
1206	0.858005521	0.3174442025
1207	0.858005521	0.3173882811
1208	0.8581780538	0.3173204166
1209	0.8578329883	0.3172852196
1210	0.8578329883	0.317250701
1211	0.8576604555	0.3171947998
1212	0.8578329883	0.3171776961
1213	0.8578329883	0.3170857248
1214	0.858005521	0.3170590787
1215	0.8583505866	0.3169807087
1216	0.8583505866	0.3169197303
1217	0.8581780538	0.3168626913
1218	0.8581780538	0.3168365847
1219	0.858868185	0.3167596268
1220	0.858868185	0.3167250387
1221	0.8590407177	0.3166884608
1222	0.858868185	0.316574181
1223	0.8590407177	0.316548112
1224	0.8590407177	0.3165022941
1225	0.8595583161	0.3163686714
1226	0.8595583161	0.3163092062
1227	0.8595583161	0.3162664509
1228	0.8595583161	0.3161887278
1229	0.8599033816	0.316106831
1230	0.8597308489	0.3160624711
1231	0.8597308489	0.3159954267
1232	0.8602484472	0.3158713138
1233	0.8602484472	0.3158330498
1234	0.8609385783	0.3157667364
1235	0.8607660455	0.3157130703
1236	0.8609385783	0.3156119075
1237	0.8612836439	0.3155042809
1238	0.8611111111	0.3154549414
1239	0.8611111111	0.3153837892
1240	0.8612836439	0.3153212207
1241	0.8612836439	0.3152693484
1242	0.8612836439	0.315210729
1243	0.8611111111	0.3151382991
1244	0.8611111111	0.3150596925
1245	0.8609385783	0.3150367883
1246	0.8611111111	0.3149811982
1247	0.8614561767	0.3149088866
1248	0.8614561767	0.314875004
1249	0.8614561767	0.3147719434
1250	0.8612836439	0.3146826053
1251	0.8612836439	0.3146026715
1252	0.8612836439	0.3145241886
1253	0.8612836439	0.3144769652
1254	0.8614561767	0.3144388762
1255	0.8614561767	0.314353316
1256	0.8612836439	0.3142563839
1257	0.8612836439	0.3142119414
1258	0.8612836439	0.314129352
1259	0.8614561767	0.3140449296
1260	0.8614561767	0.3139877348
1261	0.8616287095	0.3139497402
1262	0.8618012422	0.3138520865
1263	0.8618012422	0.3138163596
1264	0.8616287095	0.3137615798
1265	0.8616287095	0.3137075747
1266	0.8614561767	0.3136159287
1267	0.8614561767	0.313519421
1268	0.8616287095	0.3134499071
1269	0.8618012422	0.313402209
1270	0.8618012422	0.3133363772
1271	0.8616287095	0.3132966074
1272	0.8616287095	0.3132702263
1273	0.8614561767	0.3132141368
1274	0.8614561767	0.3131390207
1275	0.8614561767	0.31308159
1276	0.8614561767	0.3129508977
1277	0.8618012422	0.3128960382
1278	0.8618012422	0.3128615559
1279	0.8618012422	0.3127838215
1280	0.8618012422	0.3126939771
1281	0.8618012422	0.3126457448
1282	0.8618012422	0.3126201211
1283	0.8618012422	0.3125923597
1284	0.8618012422	0.3125218597
1285	0.8618012422	0.3124679305
1286	0.8618012422	0.3123580771
1287	0.8618012422	0.3123304703
1288	0.8623188406	0.3121981844
1289	0.8621463078	0.3121607477
1290	0.8623188406	0.3120871138
1291	0.8623188406	0.312033342
1292	0.8623188406	0.3120058845
1293	0.8623188406	0.3119792333
1294	0.8621463078	0.3119042546
1295	0.8621463078	0.3118801795
1296	0.8623188406	0.3118280729
1297	0.8626639061	0.3117375028
1298	0.8624913734	0.3116804434
1299	0.8626639061	0.3116155071
1300	0.8626639061	0.311491225
1301	0.8630089717	0.3113765297
1302	0.8636991028	0.3113041883
1303	0.8638716356	0.3112672085
1304	0.8636991028	0.311194559
1305	0.8636991028	0.3111521295
1306	0.8636991028	0.3111062728
1307	0.86352657	0.3110353215
1308	0.8636991028	0.3109057747
1309	0.8636991028	0.3108255019
1310	0.8640441684	0.3107743376
1311	0.8638716356	0.3107326078
1312	0.8640441684	0.3106857248
1313	0.8640441684	0.3106199373
1314	0.8640441684	0.3105855736
1315	0.8642167012	0.3105086142
1316	0.864389234	0.3104535429
1317	0.864389234	0.3103833093
1318	0.8645617667	0.3103504653
1319	0.8642167012	0.3102816898
1320	0.8642167012	0.3101681922
1321	0.8642167012	0.310056769
1322	0.864389234	0.3100243112
1323	0.864389234	0.3099768248
1324	0.8640441684	0.3099007474
1325	0.8640441684	0.3098522601
1326	0.8640441684	0.3098218804
1327	0.8642167012	0.3097604757
1328	0.864389234	0.3097219795
1329	0.864389234	0.3096660351
1330	0.8642167012	0.3096105563
1331	0.8642167012	0.3095339334
1332	0.864389234	0.3094867705
1333	0.864389234	0.3094452669
1334	0.864389234	0.309404819
1335	0.8647342995	0.3093526948
1336	0.8645617667	0.3093008018
1337	0.8647342995	0.3092428579
1338	0.8647342995	0.3091776377
1339	0.8647342995	0.3091214557
1340	0.8649068323	0.3090663426
1341	0.8650793651	0.3089776766
1342	0.8652518979	0.3089177473
1343	0.8654244306	0.3088360711
1344	0.8654244306	0.3087519568
1345	0.8655969634	0.3086973335
1346	0.8655969634	0.308663094
1347	0.8655969634	0.3086019648
1348	0.8655969634	0.3085218801
1349	0.8655969634	0.3084635498
1350	0.8655969634	0.3084324181
1351	0.865942029	0.3083088044
1352	0.865942029	0.3081859606
1353	0.8661145618	0.3081278289
1354	0.8661145618	0.3081011358
1355	0.8661145618	0.3080761787
1356	0.8661145618	0.3080469858
1357	0.8661145618	0.308037027
1358	0.8661145618	0.3079793028
1359	0.8661145618	0.307899956
1360	0.8662870945	0.307838823
1361	0.8662870945	0.3078110574
1362	0.8662870945	0.3076846312
1363	0.8664596273	0.3076163619
1364	0.8668046929	0.3075215607
1365	0.8668046929	0.3074228729
1366	0.8668046929	0.3073604025
1367	0.8666321601	0.3073049196
1368	0.8666321601	0.3072666888
1369	0.8668046929	0.3072051148
1370	0.8668046929	0.3071606346
1371	0.8671497585	0.307048835
1372	0.8671497585	0.306992485
1373	0.8669772257	0.3069359495
1374	0.8669772257	0.3069194358
1375	0.8671497585	0.3068333113
1376	0.8673222912	0.306774623
1377	0.8673222912	0.3066839797
1378	0.867494824	0.3066403895
1379	0.8676673568	0.3065869979
1380	0.8676673568	0.3064761974
1381	0.8676673568	0.3064264234
1382	0.8676673568	0.3063784278
1383	0.8676673568	0.3063057408
1384	0.8676673568	0.3061968105
1385	0.8676673568	0.3061474607
1386	0.8678398896	0.3060817093
1387	0.8678398896	0.3060290173
1388	0.8678398896	0.3059978544
1389	0.8680124224	0.3058982228
1390	0.8680124224	0.3058507447
1391	0.8680124224	0.3057903305
1392	0.8680124224	0.305724747
1393	0.8680124224	0.3056267217
1394	0.8680124224	0.3055266853
1395	0.8680124224	0.3055174614
1396	0.8680124224	0.3054309041
1397	0.8680124224	0.3053497322
1398	0.8683574879	0.3052551963
1399	0.8683574879	0.3051896811
1400	0.8685300207	0.3051154868
1401	0.8685300207	0.3050539305
1402	0.8685300207	0.3049517711
1403	0.8685300207	0.3048956479
1404	0.8685300207	0.3048308716
1405	0.8685300207	0.3047512663
1406	0.8685300207	0.3046675841
1407	0.8685300207	0.3046423125
1408	0.8685300207	0.3045666553
1409	0.8685300207	0.3044609729
1410	0.8685300207	0.304404601
1411	0.8685300207	0.3043020481
1412	0.8685300207	0.3042540443
1413	0.8685300207	0.3041864559
1414	0.8683574879	0.3040868464
1415	0.8683574879	0.3040350523
1416	0.8687025535	0.3040023414
1417	0.8687025535	0.3039471206
1418	0.8688750863	0.3038443253
1419	0.8688750863	0.303794128
1420	0.869047619	0.3037212699
1421	0.869047619	0.3036339374
1422	0.869047619	0.3035804449
1423	0.869047619	0.3035397399
1424	0.869047619	0.3034927384
1425	0.8692201518	0.3034477138
1426	0.8692201518	0.3033747652
1427	0.8693926846	0.3032780824
1428	0.8695652174	0.3032289567
1429	0.8695652174	0.3031742765
1430	0.8695652174	0.3030451611
1431	0.8697377502	0.302954445
1432	0.8695652174	0.3029378893
1433	0.8695652174	0.302912421
1434	0.8695652174	0.302854641
1435	0.8695652174	0.3028070757
1436	0.8695652174	0.3027175466
1437	0.8697377502	0.3026961538
1438	0.8697377502	0.3026338172
1439	0.8697377502	0.30258439
1440	0.8697377502	0.3025364645
1441	0.8695652174	0.3024821159
1442	0.8695652174	0.3024260649
1443	0.8695652174	0.3023670695
1444	0.8695652174	0.302299771
1445	0.8695652174	0.3022571731
1446	0.8692201518	0.3021672674
1447	0.8693926846	0.3021239747
1448	0.8693926846	0.3020846259
1449	0.8695652174	0.3020354908
1450	0.8695652174	0.3019976599
1451	0.8695652174	0.3019760447
1452	0.8695652174	0.3019234084
1453	0.8693926846	0.3018234757
1454	0.8693926846	0.3017715795
1455	0.8693926846	0.3016835322
1456	0.8693926846	0.3016072217
1457	0.8695652174	0.3015355543
1458	0.8697377502	0.3014411076
1459	0.8697377502	0.3013779598
1460	0.869910283	0.301335099
1461	0.869910283	0.3012933046
1462	0.869910283	0.3012509715
1463	0.8700828157	0.3012132186
1464	0.8702553485	0.3011508709
1465	0.8702553485	0.3011211473
1466	0.8702553485	0.3010680058
1467	0.8704278813	0.3010223866
1468	0.8704278813	0.3009719471
1469	0.8702553485	0.3009071563
1470	0.8704278813	0.3008271868
1471	0.8702553485	0.3008040263
1472	0.8702553485	0.3007165842
1473	0.8702553485	0.3006551525
1474	0.8704278813	0.3006140878
1475	0.8704278813	0.300542115
1476	0.8704278813	0.3004857862
1477	0.8704278813	0.3003861566
1478	0.8702553485	0.3003152745
1479	0.8704278813	0.3002418443
1480	0.8704278813	0.3001985694
1481	0.8704278813	0.3001502542
1482	0.8704278813	0.3001078406
1483	0.8706004141	0.3000237295
1484	0.8707729469	0.2999286846
1485	0.8707729469	0.2998782478
1486	0.8707729469	0.2998524508
1487	0.8707729469	0.2997630962
1488	0.8707729469	0.2996948721
1489	0.8709454796	0.2996591343
1490	0.8709454796	0.2996260358
1491	0.8707729469	0.2995663722
1492	0.8707729469	0.2995144229
1493	0.8707729469	0.2994785445
1494	0.8707729469	0.2993726497
1495	0.8709454796	0.2992988529
1496	0.8711180124	0.2992641124
1497	0.8711180124	0.2991582722
1498	0.8711180124	0.299046738
1499	0.8711180124	0.2989593054
