iter	Accuracy	Logloss
88	0.7910628019	0.470417784
89	0.7919254658	0.4695893197
90	0.7919254658	0.4687580572
91	0.7924430642	0.4678862367
92	0.792615597	0.4669575671
93	0.7922705314	0.4662350004
94	0.792615597	0.4655212172
95	0.7927881297	0.4648233982
96	0.7936507937	0.4638275845
97	0.7943409248	0.4630698768
98	0.7946859903	0.4623990022
99	0.7948585231	0.4618101622
100	0.794168392	0.4612546116
101	0.794168392	0.4602459493
102	0.7943409248	0.4594736369
103	0.7950310559	0.4588733706
104	0.7945134576	0.4579968217
105	0.7950310559	0.457325307
106	0.7953761215	0.4567482117
107	0.795721187	0.4562526173
108	0.7948585231	0.4555170581
109	0.7955486542	0.4550576421
110	0.7953761215	0.4545488472
111	0.7958937198	0.4538473024
112	0.795721187	0.4532007015
113	0.7958937198	0.4524632109
114	0.7965838509	0.4517481625
115	0.7964113182	0.4512854642
116	0.7969289165	0.4508231807
117	0.7969289165	0.4503479575
118	0.7972739821	0.4498186341
119	0.7972739821	0.4494944185
120	0.7965838509	0.4489267868
121	0.7967563837	0.4483330728
122	0.7972739821	0.4479954939
123	0.7971014493	0.4475717618
124	0.7976190476	0.4470095489
125	0.7972739821	0.4466150212
126	0.7974465148	0.4461561497
127	0.798136646	0.445499093
128	0.7983091787	0.4450933157
129	0.7983091787	0.4447303492
130	0.7979641132	0.4441169896
131	0.7979641132	0.4436941831
132	0.798136646	0.4432753514
133	0.7984817115	0.4429297946
134	0.7995169082	0.4425225516
135	0.7991718427	0.4419299215
136	0.7991718427	0.4413932692
137	0.7991718427	0.4409340769
138	0.7989993099	0.4406047962
139	0.7991718427	0.4401371248
140	0.7991718427	0.4396920667
141	0.7993443754	0.4393419562
142	0.7991718427	0.4388839512
143	0.7993443754	0.4384224821
144	0.7995169082	0.4382022626
145	0.799689441	0.4378198367
146	0.8000345066	0.4374292375
147	0.7998619738	0.4370725415
148	0.7995169082	0.436765236
149	0.8002070393	0.4363972357
150	0.7998619738	0.436086623
151	0.7998619738	0.4354387548
152	0.8000345066	0.4351671362
153	0.8003795721	0.434756468
154	0.8010697032	0.4343314529
155	0.8007246377	0.4340679008
156	0.8003795721	0.4336391562
157	0.8008971705	0.4329753281
158	0.8008971705	0.4327540436
159	0.8010697032	0.4322741855
160	0.801242236	0.431836182
161	0.8010697032	0.4312505664
162	0.8014147688	0.4308466088
163	0.8014147688	0.4303528761
164	0.8019323671	0.4298441131
165	0.8017598344	0.4295836487
166	0.8019323671	0.4292150171
167	0.8021048999	0.4288419646
168	0.8024499655	0.4285471283
169	0.8027950311	0.4283832778
170	0.8027950311	0.4281681908
171	0.8029675638	0.4279687187
172	0.8029675638	0.4277321729
173	0.8031400966	0.4274011514
174	0.8033126294	0.4272334516
175	0.8034851622	0.4270259342
176	0.8033126294	0.4267450381
177	0.8029675638	0.4265156991
178	0.8031400966	0.4261881699
179	0.8031400966	0.4258185018
180	0.8033126294	0.4255279889
181	0.803657695	0.4253561059
182	0.8033126294	0.4250978992
183	0.803657695	0.4247420512
184	0.8041752933	0.4244704103
185	0.803657695	0.4239879034
186	0.8040027605	0.4235867418
187	0.8040027605	0.4231170091
188	0.8045203589	0.4229513239
189	0.8050379572	0.4226166749
190	0.8048654244	0.422384686
191	0.8048654244	0.421999351
192	0.80521049	0.4216576895
193	0.8055555556	0.421423163
194	0.8050379572	0.4211558119
195	0.8050379572	0.420919794
196	0.8048654244	0.4207309046
197	0.8064182195	0.42048652
198	0.8065907522	0.4202517424
199	0.8065907522	0.420049667
200	0.8064182195	0.4198557085
201	0.8071083506	0.4195762585
202	0.8069358178	0.4193492122
203	0.8071083506	0.419127425
204	0.8072808834	0.4188188281
205	0.8074534161	0.4185350178
206	0.8071083506	0.4182258506
207	0.8071083506	0.4180662365
208	0.8076259489	0.417807245
209	0.8079710145	0.4174110526
210	0.8079710145	0.4170709129
211	0.8084886128	0.4168494998
212	0.8081435473	0.4166683185
213	0.8081435473	0.4165048984
214	0.8081435473	0.4162776359
215	0.8093512767	0.4158860706
216	0.809178744	0.4157285328
217	0.8095238095	0.4154100806
218	0.8095238095	0.4151433469
219	0.8093512767	0.4149314915
220	0.8095238095	0.4147603175
221	0.809178744	0.4143752541
222	0.8095238095	0.4141049101
223	0.8095238095	0.4139678714
224	0.8096963423	0.4137992817
225	0.8098688751	0.4136300389
226	0.8102139406	0.413236367
227	0.8105590062	0.4129785791
228	0.8105590062	0.4128187488
229	0.8100414079	0.4126557596
230	0.8098688751	0.412492502
231	0.8105590062	0.4122147658
232	0.8103864734	0.41202765
233	0.810731539	0.4118245777
234	0.810731539	0.4116447531
235	0.8103864734	0.411462528
236	0.8109040718	0.4111043248
237	0.8110766046	0.4109042857
238	0.8110766046	0.4107096325
239	0.8112491373	0.4105622325
240	0.8112491373	0.4101986499
241	0.8112491373	0.4099609058
242	0.8114216701	0.4096726679
243	0.810731539	0.4094826346
244	0.8110766046	0.4092745441
245	0.8112491373	0.4091429825
246	0.8109040718	0.4090011132
247	0.8105590062	0.4088203733
248	0.810731539	0.4086562442
249	0.8110766046	0.4083665849
250	0.8124568668	0.4080804156
251	0.8121118012	0.407890307
252	0.812284334	0.4077549035
253	0.8128019324	0.4076221519
254	0.8131469979	0.4074678368
255	0.8129744651	0.4072147272
256	0.8129744651	0.4070729239
257	0.8134920635	0.4068847744
258	0.8136645963	0.4067042954
259	0.8134920635	0.4065595639
260	0.8133195307	0.4064368062
261	0.8133195307	0.4062316383
262	0.8133195307	0.4060922729
263	0.8133195307	0.4059185315
264	0.8133195307	0.4057475891
265	0.8133195307	0.4056263691
266	0.8131469979	0.4054761268
267	0.8129744651	0.4053455687
268	0.8143547274	0.4051302056
269	0.8145272602	0.4048762906
270	0.814699793	0.4047415263
271	0.8148723257	0.4045936302
272	0.8150448585	0.4044613348
273	0.8152173913	0.4042439718
274	0.8153899241	0.404103961
275	0.8152173913	0.4039894419
276	0.8153899241	0.4038225156
277	0.8153899241	0.4036629156
278	0.8155624569	0.4034374037
279	0.8155624569	0.4032899103
280	0.8152173913	0.4031473214
281	0.8153899241	0.4030196564
282	0.8153899241	0.4027218494
283	0.8155624569	0.4025169937
284	0.8159075224	0.4023391738
285	0.8159075224	0.4022344136
286	0.8157349896	0.4020378395
287	0.8157349896	0.4018977786
288	0.8159075224	0.4017339203
289	0.8160800552	0.4016419445
290	0.8160800552	0.4014819491
291	0.816252588	0.4013452954
292	0.8164251208	0.4011850318
293	0.816252588	0.4010944577
294	0.8165976536	0.4009829074
295	0.8165976536	0.4008570542
296	0.8165976536	0.4007190359
297	0.8165976536	0.4004607232
298	0.8165976536	0.4003542012
299	0.8165976536	0.4002163204
300	0.8164251208	0.4001266751
301	0.816252588	0.3999905545
302	0.8160800552	0.3998802508
303	0.8160800552	0.3997210073
304	0.8159075224	0.3995349577
305	0.8160800552	0.3993691114
306	0.816252588	0.3991181992
307	0.8160800552	0.3989882323
308	0.816252588	0.3988921386
309	0.8164251208	0.3987304835
310	0.816252588	0.3986161719
311	0.8167701863	0.398448714
312	0.8167701863	0.3982768826
313	0.8167701863	0.3981506446
314	0.8172877847	0.3980423854
315	0.8171152519	0.3978839633
316	0.8171152519	0.397713186
317	0.8169427191	0.3974831379
318	0.8169427191	0.3973842704
319	0.8165976536	0.3972923486
320	0.816252588	0.397193988
321	0.8167701863	0.3970954765
322	0.8165976536	0.3969625398
323	0.8165976536	0.3968792164
324	0.8164251208	0.3966309036
325	0.8164251208	0.3964985583
326	0.8171152519	0.3963434838
327	0.8169427191	0.3962693925
328	0.8169427191	0.3961657925
329	0.8169427191	0.3960543918
330	0.8167701863	0.3958750025
331	0.8169427191	0.3957639004
332	0.8171152519	0.395661599
333	0.8169427191	0.3955729569
334	0.8167701863	0.3954483049
335	0.8169427191	0.3953007738
336	0.8167701863	0.3951971087
337	0.8167701863	0.3951016875
338	0.8171152519	0.3949644532
339	0.8171152519	0.394841438
340	0.8172877847	0.3947554842
341	0.8172877847	0.3946305238
342	0.8174603175	0.3944683331
343	0.8176328502	0.3943125006
344	0.8181504486	0.3941654267
345	0.8184955141	0.3940939534
346	0.8181504486	0.3940125542
347	0.8181504486	0.3939492495
348	0.8181504486	0.3938468941
349	0.8181504486	0.3937577918
350	0.8181504486	0.39365404
351	0.8181504486	0.3935304677
352	0.8176328502	0.3934377989
353	0.8181504486	0.3931445306
354	0.8181504486	0.3930755956
355	0.8183229814	0.3929720198
356	0.8186680469	0.3928384371
357	0.8183229814	0.3927690873
358	0.8186680469	0.3926699021
359	0.8184955141	0.392535666
360	0.8181504486	0.3923494472
361	0.8183229814	0.3921989893
362	0.8183229814	0.3920961682
363	0.8184955141	0.3920109045
364	0.8183229814	0.3919217539
365	0.8181504486	0.3918300043
366	0.8186680469	0.3917281404
367	0.8184955141	0.3916246968
368	0.8184955141	0.3915185665
369	0.8183229814	0.3913745974
370	0.8181504486	0.3912809383
371	0.8184955141	0.3911439161
372	0.8184955141	0.3910376045
373	0.8179779158	0.3908213341
374	0.8179779158	0.3907689944
375	0.817805383	0.390646272
376	0.8184955141	0.3904799211
377	0.8183229814	0.3903449227
378	0.8183229814	0.3902348975
379	0.8183229814	0.3901380716
380	0.8184955141	0.39002718
381	0.8184955141	0.3899422134
382	0.8193581781	0.3897616661
383	0.8193581781	0.389630398
384	0.8191856453	0.3894164297
385	0.8191856453	0.3893432116
386	0.8195307108	0.3892107312
387	0.8193581781	0.3890566474
388	0.8193581781	0.3889144985
389	0.8198757764	0.3888068013
390	0.8198757764	0.3886974809
391	0.820220842	0.3885379172
392	0.820220842	0.3884269378
393	0.8200483092	0.3882440493
394	0.8200483092	0.3881325458
395	0.8200483092	0.3879798731
396	0.8200483092	0.3878605711
397	0.8200483092	0.3877311735
398	0.8198757764	0.3876227939
399	0.8203933747	0.3875198367
400	0.8203933747	0.3873330568
401	0.8205659075	0.387231084
402	0.8203933747	0.3871461534
403	0.8203933747	0.3869975179
404	0.8203933747	0.3869175624
405	0.8203933747	0.3868486513
406	0.8205659075	0.3867455214
407	0.8205659075	0.3866687848
408	0.8203933747	0.3865919786
409	0.8205659075	0.386476972
410	0.8205659075	0.3863861009
411	0.8209109731	0.3862500418
412	0.8205659075	0.3861816866
413	0.8207384403	0.3860548146
414	0.8209109731	0.3859835492
415	0.8209109731	0.3859081289
416	0.8210835059	0.3858302693
417	0.8210835059	0.3856656203
418	0.8214285714	0.3855644526
419	0.8216011042	0.3854180598
420	0.8214285714	0.385174352
421	0.8214285714	0.3851151507
422	0.8212560386	0.385036888
423	0.8210835059	0.3849286849
424	0.8214285714	0.3848264695
425	0.8212560386	0.3847025435
426	0.8216011042	0.3846292817
427	0.8212560386	0.384494349
428	0.8212560386	0.3843907704
429	0.8212560386	0.384260435
430	0.8214285714	0.3842107527
431	0.821773637	0.3841159777
432	0.8219461698	0.3839693442
433	0.8221187026	0.3837856243
434	0.8222912353	0.3835847911
435	0.8221187026	0.3834861142
436	0.8219461698	0.3833628573
437	0.8222912353	0.3832727335
438	0.8224637681	0.383138953
439	0.8222912353	0.3830423384
440	0.8224637681	0.3828623183
441	0.8222912353	0.3828067884
442	0.8221187026	0.3826813554
443	0.8222912353	0.3825376432
444	0.8222912353	0.3824580046
445	0.8224637681	0.3823414872
446	0.8224637681	0.3822700134
447	0.8224637681	0.3820962214
448	0.8226363009	0.3820337304
449	0.8228088337	0.3819375399
450	0.8231538992	0.3818415196
451	0.8231538992	0.3817486298
452	0.8231538992	0.3815688669
453	0.8229813665	0.3814200847
454	0.8226363009	0.3813784788
455	0.823326432	0.3812970526
456	0.8234989648	0.3811788822
457	0.8234989648	0.3810928464
458	0.823326432	0.380912597
459	0.823326432	0.3808570415
460	0.823326432	0.3807636512
461	0.823326432	0.3806686791
462	0.8231538992	0.380542512
463	0.8229813665	0.3804757385
464	0.8229813665	0.3803914886
465	0.8231538992	0.380323187
466	0.8234989648	0.3802091283
467	0.8238440304	0.3801045376
468	0.8240165631	0.3800288864
469	0.8241890959	0.3798227945
470	0.8243616287	0.3797522081
471	0.8243616287	0.3796102507
472	0.8243616287	0.3794890496
473	0.8245341615	0.3793698695
474	0.8245341615	0.3791458646
475	0.8243616287	0.3790379914
476	0.8243616287	0.3789638515
477	0.8243616287	0.3788819524
478	0.8243616287	0.3787941541
479	0.8243616287	0.3787096499
480	0.8243616287	0.37865178
481	0.8243616287	0.3786066133
482	0.8243616287	0.3785398769
483	0.8243616287	0.3784572702
484	0.8245341615	0.3783183366
485	0.8241890959	0.3781792992
486	0.8241890959	0.378093667
487	0.8248792271	0.3780056522
488	0.8250517598	0.3778501348
489	0.8252242926	0.3777496561
490	0.8252242926	0.377629257
491	0.8253968254	0.3775761202
492	0.8255693582	0.3775015902
493	0.8255693582	0.3774242595
494	0.8255693582	0.377343334
495	0.8253968254	0.3772493137
496	0.8253968254	0.377203349
497	0.8253968254	0.377123321
498	0.8253968254	0.3770262405
499	0.8255693582	0.3769766359
500	0.8252242926	0.3768736823
501	0.8252242926	0.3767668734
502	0.8253968254	0.376666381
503	0.8259144237	0.3765545055
504	0.8259144237	0.376498643
505	0.8262594893	0.3764011718
506	0.8262594893	0.3763170874
507	0.8260869565	0.3762234377
508	0.8260869565	0.3760869979
509	0.825741891	0.3760100255
510	0.8260869565	0.3759815963
511	0.8259144237	0.3758386572
512	0.8259144237	0.3757292028
513	0.8260869565	0.3756215069
514	0.8260869565	0.3754268842
515	0.8262594893	0.3752709838
516	0.8266045549	0.3751708196
517	0.8266045549	0.3751122596
518	0.8269496204	0.3750016756
519	0.8271221532	0.3749213512
520	0.8271221532	0.3747945622
521	0.8274672188	0.3747177192
522	0.8276397516	0.3746157163
523	0.8274672188	0.3745497908
524	0.8274672188	0.3744485979
525	0.8274672188	0.3743791716
526	0.8281573499	0.3742645164
527	0.8278122843	0.3741596638
528	0.8278122843	0.3740811095
529	0.8276397516	0.373985708
530	0.8279848171	0.3739321285
531	0.827294686	0.3737589326
532	0.8279848171	0.3736709423
533	0.8278122843	0.3736064662
534	0.8278122843	0.3735532775
535	0.8278122843	0.3735034736
536	0.8278122843	0.3734572357
537	0.8279848171	0.3733798599
538	0.8279848171	0.3733256462
539	0.8279848171	0.3732253334
540	0.8278122843	0.3730920083
541	0.8279848171	0.3730011501
542	0.8279848171	0.3729639121
543	0.8283298827	0.3728795716
544	0.8285024155	0.37280806
545	0.8290200138	0.3726078662
546	0.8290200138	0.372553197
547	0.8286749482	0.3724576346
548	0.8285024155	0.3723689347
549	0.8283298827	0.3722790547
550	0.8285024155	0.372175386
551	0.8285024155	0.3721182288
552	0.8286749482	0.3720536975
553	0.8285024155	0.3719313874
554	0.8283298827	0.3717915053
555	0.8283298827	0.3717330026
556	0.8281573499	0.3716765542
557	0.8281573499	0.3715912001
558	0.8279848171	0.3713402092
559	0.8279848171	0.3712979416
560	0.8279848171	0.3712024147
561	0.8281573499	0.3711020615
562	0.8279848171	0.3709387741
563	0.8279848171	0.370857665
564	0.8279848171	0.3707989001
565	0.8279848171	0.3706758859
566	0.8279848171	0.370608935
567	0.8279848171	0.3705704866
568	0.8279848171	0.370506813
569	0.8281573499	0.3703311923
570	0.8281573499	0.3701760873
571	0.8283298827	0.3701114624
572	0.828847481	0.3700195862
573	0.8291925466	0.3699041734
574	0.8293650794	0.3697961185
575	0.8293650794	0.3697019883
576	0.8293650794	0.3696143
577	0.8291925466	0.3695761149
578	0.8293650794	0.3694193542
579	0.8293650794	0.3693035522
580	0.8293650794	0.3691962021
581	0.8293650794	0.3690931323
582	0.8293650794	0.3690270787
583	0.8293650794	0.3689858164
584	0.8291925466	0.3689484104
585	0.8291925466	0.3688591195
586	0.8295376121	0.3687782492
587	0.8295376121	0.3687208487
588	0.8295376121	0.3686788812
589	0.8295376121	0.3686059379
590	0.8295376121	0.3685484119
591	0.8295376121	0.3684271565
592	0.8293650794	0.3683237114
593	0.8293650794	0.3682570458
594	0.8293650794	0.3681905525
595	0.8293650794	0.3680936076
596	0.8293650794	0.368022721
597	0.8295376121	0.3679577654
598	0.8295376121	0.3678869043
599	0.8295376121	0.3678265715
600	0.8297101449	0.3677296151
601	0.8295376121	0.3676503672
602	0.8295376121	0.3675585347
603	0.8295376121	0.3674159937
604	0.8298826777	0.3673578665
605	0.8297101449	0.3672595265
606	0.8295376121	0.3671132319
607	0.8297101449	0.3670257938
608	0.8295376121	0.3669556977
609	0.8293650794	0.3669005845
610	0.8293650794	0.3668500602
611	0.8297101449	0.3667379114
612	0.8298826777	0.3666348089
613	0.8297101449	0.3665847001
614	0.8298826777	0.3665258393
615	0.8298826777	0.3664705718
616	0.8298826777	0.3662534135
617	0.8300552105	0.3661558669
618	0.8300552105	0.3660414098
619	0.8298826777	0.3658547716
620	0.8300552105	0.3657815132
621	0.8300552105	0.3656387028
622	0.8305728088	0.3654041109
623	0.8305728088	0.3652720457
624	0.8305728088	0.3652006526
625	0.8307453416	0.3650316406
626	0.8309178744	0.3648013455
627	0.8309178744	0.3646971883
628	0.8309178744	0.3646148639
629	0.8310904072	0.3644656198
630	0.8310904072	0.3644161856
631	0.8310904072	0.3643733434
632	0.8310904072	0.3642736548
633	0.8310904072	0.3641922224
634	0.8310904072	0.3640436869
635	0.8310904072	0.3639950015
636	0.8310904072	0.3638264219
637	0.8314354727	0.3637246694
638	0.8314354727	0.3636225311
639	0.8317805383	0.3635647011
640	0.8319530711	0.3634849264
641	0.8319530711	0.363419043
642	0.8319530711	0.3632653475
643	0.8319530711	0.3632271722
644	0.8319530711	0.3631377018
645	0.8321256039	0.3630473233
646	0.8321256039	0.3629753065
647	0.8321256039	0.3628795184
648	0.8321256039	0.362765728
649	0.8321256039	0.3626824729
650	0.8321256039	0.3626262547
651	0.8319530711	0.3625332815
652	0.8319530711	0.3624466676
653	0.8319530711	0.3622920037
654	0.8321256039	0.3621865694
655	0.8321256039	0.3621139176
656	0.8322981366	0.361948339
657	0.8322981366	0.3618795614
658	0.8322981366	0.3618195937
659	0.8322981366	0.3617637683
660	0.8322981366	0.361690414
661	0.8324706694	0.3615794973
662	0.8324706694	0.3614183015
663	0.8324706694	0.3613103211
664	0.8322981366	0.3611940309
665	0.8321256039	0.3610613946
666	0.8321256039	0.3609737786
667	0.8319530711	0.3608728376
668	0.8319530711	0.3607951265
669	0.8319530711	0.3607207492
670	0.8321256039	0.3606354152
671	0.8324706694	0.3605720182
672	0.8326432022	0.3604279879
673	0.8326432022	0.3603662128
674	0.8329882678	0.3602699215
675	0.8329882678	0.3601761295
676	0.8331608006	0.3600746399
677	0.8331608006	0.3599974997
678	0.8333333333	0.3598948071
679	0.8336783989	0.3598041713
680	0.8336783989	0.3597144627
681	0.8336783989	0.3596231624
682	0.8335058661	0.3594184255
683	0.8335058661	0.3593751897
684	0.8335058661	0.3593261947
685	0.8336783989	0.3592596613
686	0.8336783989	0.3591528596
687	0.8336783989	0.3590284155
688	0.8338509317	0.358935869
689	0.8340234645	0.3588784733
690	0.8340234645	0.3588132635
691	0.8340234645	0.3587517526
692	0.8340234645	0.3586560326
693	0.8340234645	0.3585853049
694	0.8338509317	0.3585171369
695	0.8340234645	0.3583283279
696	0.8340234645	0.3582592253
697	0.8341959972	0.3582058194
698	0.8341959972	0.3580619532
699	0.8341959972	0.3579987428
700	0.8341959972	0.3579071284
701	0.8341959972	0.3577878435
702	0.8341959972	0.3576821562
703	0.8340234645	0.3576035306
704	0.8341959972	0.3574938041
705	0.8340234645	0.3574161023
706	0.83436853	0.3573473205
707	0.83436853	0.3572874649
708	0.83436853	0.3572431556
709	0.83436853	0.3571540654
710	0.83436853	0.3571119433
711	0.8345410628	0.3570147715
712	0.8345410628	0.3569595216
713	0.8345410628	0.3569162514
714	0.8345410628	0.3568757901
715	0.8348861284	0.3568154067
716	0.8348861284	0.3566146107
717	0.8350586611	0.3565591246
718	0.8350586611	0.3565202301
719	0.8350586611	0.3564883162
720	0.8352311939	0.356428417
721	0.8354037267	0.3563508345
722	0.8352311939	0.356222765
723	0.8352311939	0.3561798384
724	0.8354037267	0.3561035784
725	0.8354037267	0.356040049
726	0.8360938578	0.3559520144
727	0.8364389234	0.3558725025
728	0.8362663906	0.3557809684
729	0.8360938578	0.3557038258
730	0.8360938578	0.355626769
731	0.8360938578	0.3555473187
732	0.8360938578	0.3555078313
733	0.8360938578	0.3553951086
734	0.8360938578	0.3553047457
735	0.8360938578	0.3551998948
736	0.8362663906	0.3550989425
737	0.8362663906	0.3550455766
738	0.8362663906	0.3549750123
739	0.8360938578	0.3549151757
740	0.8360938578	0.3548369181
741	0.8360938578	0.3547455994
742	0.8360938578	0.3546911294
743	0.8360938578	0.3546437113
744	0.8359213251	0.354592178
745	0.8362663906	0.3544660943
746	0.8362663906	0.35440592
747	0.8364389234	0.3542872886
748	0.8364389234	0.3542422463
749	0.8366114562	0.3541262792
750	0.836783989	0.3540010484
751	0.836783989	0.3538868734
752	0.836783989	0.3538273697
753	0.8366114562	0.3537673914
754	0.8366114562	0.3536751775
755	0.8366114562	0.3536454216
756	0.836783989	0.3535729345
757	0.836783989	0.3534391151
758	0.836783989	0.3533354252
759	0.8366114562	0.3532683759
760	0.8364389234	0.3531575648
761	0.8364389234	0.3530982377
762	0.8366114562	0.3529911816
763	0.8366114562	0.3529494273
764	0.8366114562	0.3529156402
765	0.8364389234	0.3528238614
766	0.8364389234	0.352769972
767	0.8364389234	0.3526609638
768	0.8364389234	0.3525767919
769	0.8364389234	0.3525263861
770	0.8366114562	0.3524240373
771	0.836783989	0.3523233847
772	0.836783989	0.3521775499
773	0.8366114562	0.3521077164
774	0.8366114562	0.3520386374
775	0.8360938578	0.3519420394
776	0.8364389234	0.3518756385
777	0.8364389234	0.351810233
778	0.8360938578	0.3517323627
779	0.8362663906	0.3516878928
780	0.8360938578	0.3516293647
781	0.8364389234	0.3514897669
782	0.8364389234	0.3514451035
783	0.8362663906	0.3513874115
784	0.8364389234	0.3513169934
785	0.8366114562	0.3512173008
786	0.8366114562	0.3510819141
787	0.8366114562	0.3509281365
788	0.8366114562	0.3508654243
789	0.836783989	0.3507640849
790	0.8366114562	0.3506976821
791	0.8366114562	0.3506361465
792	0.836783989	0.3505690038
793	0.836783989	0.3504882837
794	0.836783989	0.3504323141
795	0.836783989	0.3503677618
796	0.8369565217	0.3502215689
797	0.8369565217	0.3501528654
798	0.8369565217	0.3501164767
799	0.8371290545	0.3500529085
800	0.8371290545	0.3499675616
801	0.8371290545	0.3498712656
802	0.8373015873	0.3497759984
803	0.8374741201	0.3495822366
804	0.8374741201	0.3495235761
805	0.8374741201	0.3494726149
806	0.8376466529	0.3493482634
807	0.8374741201	0.3492957199
808	0.8374741201	0.3491674413
809	0.8374741201	0.3491086795
810	0.8374741201	0.3490759324
811	0.8374741201	0.3490346569
812	0.8378191856	0.3489443557
813	0.8381642512	0.3488983331
814	0.8379917184	0.3487941088
815	0.838336784	0.3487191469
816	0.838336784	0.34863103
817	0.838336784	0.3485302256
818	0.8385093168	0.3484638703
819	0.838336784	0.348360544
820	0.8386818496	0.3482077086
821	0.8390269151	0.3480735038
822	0.8388543823	0.348033982
823	0.8391994479	0.3479318005
824	0.8393719807	0.3478620356
825	0.8391994479	0.3477404288
826	0.8395445135	0.3476360143
827	0.8391994479	0.3475170996
828	0.8393719807	0.3474508867
829	0.8390269151	0.3473957421
830	0.8390269151	0.3473572492
831	0.8391994479	0.3472943034
832	0.8390269151	0.3471731358
833	0.8386818496	0.3470960357
834	0.8388543823	0.3469013735
835	0.8386818496	0.3468502898
836	0.8390269151	0.3467658184
837	0.8390269151	0.3467142778
838	0.8388543823	0.3466650193
839	0.8390269151	0.3465702223
840	0.8391994479	0.3464166959
841	0.8391994479	0.3463530692
842	0.8391994479	0.3463150091
843	0.8391994479	0.3462764953
844	0.8391994479	0.346232907
845	0.8391994479	0.3461931421
846	0.8391994479	0.3461452249
847	0.8391994479	0.346030882
848	0.8391994479	0.3459673794
849	0.8391994479	0.3458775194
850	0.8391994479	0.3458319269
851	0.8390269151	0.345700938
852	0.8390269151	0.3456400308
853	0.8390269151	0.3456095403
854	0.8390269151	0.3455589565
855	0.8393719807	0.3454257
856	0.8397170462	0.3453720683
857	0.839889579	0.3452984054
858	0.839889579	0.3452465085
859	0.8397170462	0.3451731183
860	0.8397170462	0.3450523075
861	0.8397170462	0.3449895447
862	0.8397170462	0.3448238832
863	0.8397170462	0.3447745907
864	0.839889579	0.3446015201
865	0.8397170462	0.3445179734
866	0.8397170462	0.3444352512
867	0.8400621118	0.3443176624
868	0.8400621118	0.3442579609
869	0.8400621118	0.3441998402
870	0.8400621118	0.3441350363
871	0.839889579	0.344010957
872	0.839889579	0.3439630212
873	0.8400621118	0.3438366899
874	0.8404071774	0.3437504687
875	0.8404071774	0.3436343115
876	0.8404071774	0.343544478
877	0.8404071774	0.3434070451
878	0.8404071774	0.3432713072
879	0.8404071774	0.343199955
880	0.8404071774	0.3431364173
881	0.8405797101	0.3430809602
882	0.8404071774	0.3430077277
