iter	Passed	Remaining
431	1590	3931
432	1593	3927
433	1597	3922
434	1601	3919
435	1604	3916
436	1608	3912
437	1611	3908
438	1615	3905
439	1619	3902
440	1623	3899
441	1627	3896
442	1632	3894
443	1635	3890
444	1639	3887
445	1643	3883
446	1647	3880
447	1650	3876
448	1654	3872
449	1657	3867
450	1661	3863
451	1665	3860
452	1668	3857
453	1672	3853
454	1676	3849
455	1680	3846
456	1683	3841
457	1687	3838
458	1690	3833
459	1694	3831
460	1697	3826
461	1701	3822
462	1704	3818
463	1708	3814
464	1711	3809
465	1714	3805
466	1718	3800
467	1721	3796
468	1725	3792
469	1728	3788
470	1732	3785
471	1736	3781
472	1740	3778
473	1744	3775
474	1747	3771
475	1751	3767
476	1755	3765
477	1759	3761
478	1762	3756
479	1765	3752
480	1769	3748
481	1772	3742
482	1775	3738
483	1778	3734
484	1782	3730
485	1786	3726
486	1789	3722
487	1793	3718
488	1796	3714
489	1799	3709
490	1803	3706
491	1806	3702
492	1810	3697
493	1813	3693
494	1816	3688
495	1820	3684
496	1823	3680
497	1827	3676
498	1831	3673
499	1835	3671
500	1839	3667
501	1843	3664
502	1846	3660
503	1850	3656
504	1853	3652
505	1857	3648
506	1860	3644
507	1864	3640
508	1867	3635
509	1870	3631
510	1874	3627
511	1877	3622
512	1880	3618
513	1884	3614
514	1887	3610
515	1891	3607
516	1895	3603
517	1898	3599
518	1902	3595
519	1905	3591
520	1909	3588
521	1913	3584
522	1917	3581
523	1920	3576
524	1923	3573
525	1927	3569
526	1931	3565
527	1935	3562
528	1939	3559
529	1942	3555
530	1945	3551
531	1949	3547
532	1953	3543
533	1957	3540
534	1960	3536
535	1964	3532
536	1967	3528
537	1971	3524
538	1974	3520
539	1978	3517
540	1981	3513
541	1985	3510
542	1989	3506
543	1992	3502
544	1996	3498
545	1999	3494
546	2003	3490
547	2007	3486
548	2010	3482
549	2013	3478
550	2017	3474
551	2021	3471
552	2024	3467
553	2028	3464
554	2032	3461
555	2036	3458
556	2040	3454
557	2044	3451
558	2048	3447
559	2052	3444
560	2055	3440
561	2059	3437
562	2062	3433
563	2066	3429
564	2069	3424
565	2072	3420
566	2076	3416
567	2079	3412
568	2083	3408
569	2087	3405
570	2090	3400
571	2094	3397
572	2097	3393
573	2100	3389
574	2104	3385
575	2107	3381
576	2111	3376
577	2114	3373
578	2117	3368
579	2121	3364
580	2124	3360
581	2127	3356
582	2131	3351
583	2134	3348
584	2138	3344
585	2141	3340
586	2145	3336
587	2148	3332
588	2152	3328
589	2155	3324
590	2158	3320
591	2162	3316
592	2165	3312
593	2169	3308
594	2172	3304
595	2176	3300
596	2179	3296
597	2183	3293
598	2186	3289
599	2189	3284
600	2193	3281
601	2197	3277
602	2200	3273
603	2204	3269
604	2207	3266
605	2211	3261
606	2214	3258
607	2218	3254
608	2221	3250
609	2225	3246
610	2229	3243
611	2232	3239
612	2236	3235
613	2240	3232
614	2243	3228
615	2247	3225
616	2251	3222
617	2255	3218
618	2258	3214
619	2262	3211
620	2265	3207
621	2269	3203
622	2273	3200
623	2276	3196
624	2280	3192
625	2283	3188
626	2287	3184
627	2291	3181
628	2294	3177
629	2298	3173
630	2301	3169
631	2304	3165
632	2308	3161
633	2311	3157
634	2315	3154
635	2319	3150
636	2322	3146
637	2325	3142
638	2329	3138
639	2332	3134
640	2336	3130
641	2339	3126
642	2343	3123
643	2347	3120
644	2351	3117
645	2354	3113
646	2358	3109
647	2361	3105
648	2364	3101
649	2368	3096
650	2371	3093
651	2375	3089
652	2379	3086
653	2383	3082
654	2386	3078
655	2390	3075
656	2393	3071
657	2397	3067
658	2400	3063
659	2404	3060
660	2407	3055
661	2411	3052
662	2414	3048
663	2418	3044
664	2421	3040
665	2425	3037
666	2428	3033
667	2432	3029
668	2435	3025
669	2439	3022
670	2443	3018
671	2446	3015
672	2450	3011
673	2454	3008
674	2458	3004
675	2461	3000
676	2465	2997
677	2469	2993
678	2473	2990
679	2476	2986
680	2480	2982
681	2483	2978
682	2487	2975
683	2490	2971
684	2494	2967
685	2497	2963
686	2500	2959
687	2504	2955
688	2507	2951
689	2511	2947
690	2514	2943
691	2517	2939
692	2521	2936
693	2524	2932
694	2528	2928
695	2532	2924
696	2535	2921
697	2539	2918
698	2543	2914
699	2547	2911
700	2551	2908
701	2554	2904
702	2558	2900
703	2561	2896
704	2565	2892
705	2568	2888
706	2572	2885
707	2575	2881
708	2578	2877
709	2582	2873
710	2585	2869
711	2589	2865
712	2593	2862
713	2596	2858
714	2600	2855
715	2603	2851
716	2607	2847
717	2610	2843
718	2614	2839
719	2617	2835
720	2621	2832
721	2624	2828
722	2628	2824
723	2631	2820
724	2635	2816
725	2638	2813
726	2642	2809
727	2645	2805
728	2649	2802
729	2653	2799
730	2657	2795
731	2661	2792
732	2665	2788
733	2668	2785
734	2672	2782
735	2677	2778
736	2681	2775
737	2684	2771
738	2688	2768
739	2691	2764
740	2695	2760
741	2698	2756
742	2702	2753
743	2705	2749
744	2709	2745
745	2712	2741
746	2716	2738
747	2720	2734
748	2724	2732
749	2729	2729
750	2732	2725
751	2736	2722
752	2740	2718
753	2744	2715
754	2747	2711
755	2751	2707
756	2754	2703
757	2758	2700
758	2763	2697
759	2767	2694
760	2771	2691
761	2775	2687
762	2778	2684
763	2782	2680
764	2786	2677
765	2790	2673
766	2794	2670
767	2798	2666
768	2802	2663
769	2805	2659
770	2809	2656
771	2812	2652
772	2815	2648
773	2819	2644
774	2823	2641
775	2826	2637
776	2830	2633
777	2833	2629
778	2837	2626
779	2840	2622
780	2844	2618
781	2847	2614
782	2851	2611
783	2855	2607
784	2859	2604
785	2862	2600
786	2866	2597
787	2870	2593
788	2873	2589
789	2877	2586
790	2881	2582
791	2885	2579
792	2889	2576
793	2892	2572
794	2896	2568
795	2899	2564
796	2903	2560
797	2906	2556
798	2909	2553
799	2913	2549
800	2917	2545
801	2920	2541
802	2924	2538
803	2927	2534
804	2931	2531
805	2935	2527
806	2938	2523
807	2942	2519
808	2945	2516
809	2948	2512
810	2952	2508
811	2955	2504
812	2959	2501
813	2963	2497
814	2966	2493
815	2970	2489
816	2974	2486
817	2978	2483
818	2981	2479
819	2985	2475
820	2988	2471
821	2992	2467
822	2995	2463
823	2998	2460
824	3002	2456
825	3005	2452
826	3009	2448
827	3013	2445
828	3016	2441
829	3020	2438
830	3023	2434
831	3027	2430
832	3030	2426
833	3034	2422
834	3037	2419
835	3041	2415
836	3044	2411
837	3047	2407
838	3051	2403
839	3054	2400
840	3058	2396
841	3062	2393
842	3065	2389
843	3069	2385
844	3073	2382
845	3077	2379
846	3081	2375
847	3085	2372
848	3089	2368
849	3092	2365
850	3096	2361
851	3099	2357
852	3102	2353
853	3106	2349
854	3109	2346
855	3113	2342
856	3116	2338
857	3119	2334
858	3123	2330
859	3126	2326
860	3130	2323
861	3134	2319
862	3137	2315
863	3140	2312
864	3144	2308
865	3148	2304
866	3151	2300
867	3155	2297
868	3158	2293
869	3162	2289
870	3165	2286
871	3169	2282
872	3173	2279
873	3177	2275
874	3181	2272
875	3184	2268
876	3188	2265
877	3192	2261
878	3196	2257
879	3199	2254
880	3203	2250
881	3206	2246
882	3210	2243
883	3213	2239
884	3217	2235
885	3220	2232
886	3224	2228
887	3227	2224
888	3231	2221
889	3235	2217
890	3238	2213
891	3241	2209
892	3245	2206
893	3248	2202
894	3252	2198
895	3255	2194
896	3259	2190
897	3262	2187
898	3266	2183
899	3270	2180
900	3274	2176
901	3278	2173
902	3281	2169
903	3285	2165
904	3288	2162
905	3292	2158
906	3295	2154
907	3298	2150
908	3302	2146
909	3306	2143
910	3309	2140
911	3313	2136
912	3317	2132
913	3320	2128
914	3324	2125
915	3327	2121
916	3331	2118
917	3335	2114
918	3338	2110
919	3342	2107
920	3346	2103
921	3349	2099
922	3353	2096
923	3356	2092
924	3360	2089
925	3365	2085
926	3368	2082
927	3372	2078
928	3376	2075
929	3379	2071
930	3383	2067
931	3387	2064
932	3390	2060
933	3394	2056
934	3397	2052
935	3400	2049
936	3404	2045
937	3407	2041
938	3411	2038
939	3414	2034
940	3418	2030
941	3421	2026
942	3425	2023
943	3428	2019
944	3432	2015
945	3435	2012
946	3439	2008
947	3442	2004
948	3446	2001
949	3465	2006
950	3468	2002
951	3472	1998
952	3476	1995
953	3481	1992
954	3485	1989
955	3489	1985
956	3494	1982
957	3499	1979
958	3503	1976
959	3507	1972
960	3510	1969
961	3514	1965
962	3518	1961
963	3522	1958
964	3525	1954
965	3529	1951
966	3533	1947
967	3536	1943
968	3540	1939
969	3544	1936
970	3548	1933
971	3552	1929
972	3556	1926
973	3559	1922
974	3563	1918
975	3566	1915
976	3570	1911
977	3573	1907
978	3577	1903
979	3581	1900
980	3584	1896
981	3588	1893
982	3592	1889
983	3596	1885
984	3599	1882
985	3603	1878
986	3606	1874
987	3610	1870
988	3613	1867
989	3617	1863
990	3620	1859
991	3624	1855
992	3627	1852
993	3630	1848
994	3634	1844
995	3637	1840
996	3641	1836
997	3644	1833
998	3648	1829
999	3651	1825
1000	3654	1822
1001	3658	1818
1002	3661	1814
1003	3665	1810
1004	3668	1806
1005	3671	1803
1006	3675	1799
1007	3678	1795
1008	3682	1791
1009	3685	1788
1010	3689	1784
1011	3692	1780
1012	3696	1777
1013	3700	1773
1014	3704	1769
1015	3707	1766
1016	3711	1762
1017	3714	1758
1018	3718	1755
1019	3721	1751
1020	3724	1747
1021	3728	1743
1022	3731	1740
1023	3734	1736
1024	3738	1732
1025	3742	1728
1026	3745	1725
1027	3748	1721
1028	3752	1717
1029	3756	1714
1030	3759	1710
1031	3763	1706
1032	3766	1702
1033	3769	1698
1034	3773	1695
1035	3776	1691
1036	3780	1687
1037	3783	1684
1038	3786	1680
1039	3790	1676
1040	3793	1672
1041	3797	1669
1042	3801	1665
1043	3806	1662
1044	3809	1658
1045	3813	1655
1046	3817	1651
1047	3820	1647
1048	3824	1644
1049	3827	1640
1050	3831	1636
1051	3834	1633
1052	3838	1629
1053	3842	1625
1054	3845	1622
1055	3849	1618
1056	3852	1614
1057	3856	1610
1058	3859	1607
1059	3863	1603
1060	3866	1599
1061	3869	1596
1062	3873	1592
1063	3877	1588
1064	3880	1585
1065	3884	1581
1066	3887	1577
1067	3891	1574
1068	3894	1570
1069	3898	1566
1070	3902	1563
1071	3906	1559
1072	3910	1556
1073	3914	1552
1074	3917	1548
1075	3921	1545
1076	3924	1541
1077	3928	1537
1078	3931	1534
1079	3935	1530
1080	3938	1526
1081	3942	1522
1082	3945	1519
1083	3949	1515
1084	3952	1511
1085	3956	1508
1086	3959	1504
1087	3962	1500
1088	3966	1496
1089	3969	1493
1090	3973	1489
1091	3976	1485
1092	3979	1481
1093	3983	1478
1094	3987	1474
1095	3990	1471
1096	3994	1467
1097	3998	1463
1098	4002	1460
1099	4005	1456
1100	4009	1453
1101	4012	1449
1102	4016	1445
1103	4019	1441
1104	4023	1438
1105	4026	1434
1106	4030	1430
1107	4034	1427
1108	4037	1423
1109	4041	1419
1110	4044	1416
1111	4048	1412
1112	4051	1408
1113	4055	1405
1114	4058	1401
1115	4062	1397
1116	4065	1394
1117	4069	1390
1118	4073	1386
1119	4076	1383
1120	4079	1379
1121	4083	1375
1122	4086	1372
1123	4090	1368
1124	4093	1364
1125	4097	1360
1126	4101	1357
1127	4104	1353
1128	4108	1350
1129	4112	1346
1130	4116	1342
1131	4119	1339
1132	4123	1335
1133	4127	1332
1134	4131	1328
1135	4134	1324
1136	4138	1321
1137	4141	1317
1138	4144	1313
1139	4148	1310
1140	4151	1306
1141	4155	1302
1142	4158	1298
1143	4162	1295
1144	4165	1291
1145	4168	1287
1146	4172	1284
1147	4175	1280
1148	4179	1276
1149	4182	1273
1150	4186	1269
1151	4190	1265
1152	4193	1262
1153	4197	1258
1154	4200	1254
1155	4204	1251
1156	4207	1247
1157	4211	1243
1158	4215	1240
1159	4219	1236
1160	4222	1232
1161	4226	1229
1162	4229	1225
1163	4233	1222
1164	4237	1218
1165	4241	1214
1166	4245	1211
1167	4248	1207
1168	4252	1204
1169	4255	1200
1170	4259	1196
1171	4263	1193
1172	4266	1189
1173	4269	1185
1174	4272	1181
1175	4276	1178
1176	4280	1174
1177	4283	1170
1178	4287	1167
1179	4290	1163
1180	4294	1159
1181	4297	1156
1182	4301	1152
1183	4304	1148
1184	4308	1145
1185	4311	1141
1186	4314	1137
1187	4318	1134
1188	4322	1130
1189	4326	1127
1190	4329	1123
1191	4334	1119
1192	4337	1116
1193	4342	1112
1194	4346	1109
1195	4349	1105
1196	4353	1102
1197	4357	1098
1198	4360	1094
1199	4364	1091
1200	4368	1087
1201	4371	1083
1202	4375	1080
1203	4378	1076
1204	4382	1072
1205	4386	1069
1206	4389	1065
1207	4394	1062
1208	4397	1058
1209	4400	1054
1210	4404	1051
1211	4407	1047
1212	4410	1043
1213	4414	1040
1214	4418	1036
1215	4422	1032
1216	4425	1029
1217	4429	1025
1218	4433	1022
1219	4437	1018
1220	4441	1014
1221	4444	1011
1222	4448	1007
1223	4451	1003
1224	4455	1000
1225	4458	996
1226	4462	992
1227	4466	989
1228	4469	985
1229	4473	981
1230	4476	978
1231	4480	974
1232	4484	971
1233	4487	967
1234	4491	963
1235	4494	960
1236	4498	956
1237	4502	952
1238	4505	949
1239	4509	945
1240	4512	941
1241	4516	938
1242	4519	934
1243	4523	930
1244	4527	927
1245	4530	923
1246	4534	920
1247	4538	916
1248	4542	912
1249	4546	909
1250	4550	905
1251	4553	902
1252	4557	898
1253	4560	894
1254	4564	890
1255	4567	887
1256	4571	883
1257	4574	880
1258	4578	876
1259	4581	872
1260	4584	868
1261	4588	865
1262	4591	861
1263	4595	857
1264	4598	854
1265	4602	850
1266	4605	846
1267	4608	843
1268	4612	839
1269	4615	835
1270	4619	832
1271	4622	828
1272	4625	824
1273	4629	821
1274	4632	817
1275	4636	813
1276	4640	810
1277	4644	806
1278	4648	803
1279	4652	799
1280	4655	795
1281	4658	792
1282	4662	788
1283	4665	784
1284	4669	781
1285	4672	777
1286	4676	773
1287	4680	770
1288	4683	766
1289	4687	763
1290	4690	759
1291	4694	755
1292	4697	752
1293	4701	748
1294	4704	744
1295	4708	741
1296	4711	737
1297	4715	733
1298	4719	730
1299	4722	726
1300	4726	722
1301	4729	719
1302	4733	715
1303	4736	711
1304	4740	708
1305	4744	704
1306	4748	701
1307	4752	697
1308	4755	693
1309	4759	690
1310	4762	686
1311	4766	682
1312	4769	679
1313	4773	675
1314	4776	671
1315	4780	668
1316	4783	664
1317	4787	661
1318	4790	657
1319	4794	653
1320	4797	650
1321	4801	646
1322	4804	642
1323	4808	639
1324	4812	635
1325	4815	631
1326	4819	628
1327	4822	624
1328	4825	620
1329	4829	617
1330	4832	613
1331	4836	610
1332	4840	606
1333	4843	602
1334	4848	599
1335	4851	595
1336	4854	591
1337	4857	588
1338	4861	584
1339	4865	580
1340	4868	577
1341	4872	573
1342	4875	569
1343	4879	566
1344	4883	562
1345	4886	559
1346	4889	555
1347	4893	551
1348	4896	548
1349	4900	544
1350	4903	540
1351	4907	537
1352	4910	533
1353	4925	531
1354	4929	527
1355	4932	523
1356	4936	520
1357	4939	516
1358	4943	512
1359	4947	509
1360	4950	505
1361	4954	501
1362	4957	498
1363	4961	494
1364	4964	491
1365	4968	487
1366	4971	483
1367	4975	480
1368	4978	476
1369	4982	472
1370	4986	469
1371	4989	465
1372	4993	461
1373	4996	458
1374	4999	454
1375	5003	450
1376	5006	447
1377	5010	443
1378	5014	439
1379	5018	436
1380	5022	432
1381	5025	429
1382	5029	425
1383	5033	421
1384	5037	418
1385	5041	414
1386	5045	411
1387	5050	407
1388	5054	403
1389	5058	400
1390	5062	396
1391	5065	393
1392	5069	389
1393	5073	385
1394	5077	382
1395	5080	378
1396	5084	374
1397	5087	371
1398	5091	367
1399	5094	363
1400	5098	360
1401	5101	356
1402	5105	352
1403	5108	349
1404	5112	345
1405	5116	342
1406	5119	338
1407	5123	334
1408	5126	331
1409	5130	327
1410	5133	323
1411	5137	320
1412	5141	316
1413	5145	312
1414	5149	309
1415	5152	305
1416	5156	302
1417	5160	298
1418	5163	294
1419	5167	291
1420	5170	287
1421	5174	283
1422	5177	280
1423	5181	276
1424	5184	272
1425	5187	269
1426	5191	265
1427	5194	261
1428	5198	258
1429	5202	254
1430	5205	251
1431	5208	247
1432	5212	243
1433	5216	240
1434	5219	236
1435	5223	232
1436	5226	229
1437	5230	225
1438	5233	221
1439	5237	218
1440	5241	214
1441	5245	210
1442	5248	207
1443	5252	203
1444	5255	200
1445	5259	196
1446	5262	192
1447	5266	189
1448	5269	185
1449	5273	181
1450	5276	178
1451	5280	174
1452	5283	170
1453	5287	167
1454	5290	163
1455	5294	160
1456	5298	156
1457	5301	152
1458	5305	149
1459	5309	145
1460	5313	141
1461	5316	138
1462	5320	134
1463	5323	130
1464	5327	127
1465	5331	123
1466	5335	120
1467	5338	116
1468	5342	112
1469	5345	109
1470	5349	105
1471	5353	101
1472	5356	98
1473	5360	94
1474	5364	90
1475	5367	87
1476	5371	83
1477	5375	80
1478	5378	76
1479	5382	72
1480	5385	69
1481	5389	65
1482	5393	61
1483	5396	58
1484	5400	54
1485	5403	50
1486	5406	47
1487	5410	43
1488	5414	39
1489	5417	36
1490	5420	32
1491	5424	29
1492	5427	25
1493	5430	21
1494	5434	18
1495	5438	14
1496	5441	10
1497	5445	7
1498	5449	3
1499	5453	0
